index_P,lesk_list
181,",'wish.n.01', 'price.n.05', 'stove.n.01', 'reactive.s.02', 'marketplace.n.02', 'vogue.n.01', 'keep_off.v.01', 'output.v.01', 'sift.v.02', 'treaty.n.01', 'support.v.09', 'operations.n.01', 'treatment.n.01', 'rule.v.06', 'keep_off.v.01', 'risk.v.01', 'export.v.02', 'not.r.01', 'penis.n.01', 'cave.v.01', 'treaty.n.01','consumer.n.01', 'producer.n.02', 'mindful.a.01', 'fender.n.02', 'store.n.02', 'loss.n.06', 'besides.r.02', 'try.v.01', 'rigorous.s.01', 'stipulate.v.01', 'fender.n.02', 'operations.n.01',,'international.n.01', 'cocoa.n.01', 'organization.n.04', 'last.v.01', 'workweek.n.01', 'stage_set.n.01', 'precise.a.01', 'limit.v.02', 'fender.n.02', 'store.n.02', 'coach.n.01', 'newfangled.s.01', 'agreement.n.06','enforce.v.02', 'daily.r.01', 'weekly.n.01', 'purchase.n.03', 'limit.v.02', 'forbidden.s.01', 'operating.a.01', 'future.n.03', 'marketplace.n.02', 'stipulate.v.02', 'consumer.n.01', 'insistence.n.03', 'percentage.n.01', 'sum.n.02', 'fender.n.02', 'store.n.02', 'purchase.n.03', 'not.r.01', 'penis.n.01', 'cocoa.n.01','help_oneself.v.01', 'prevent.v.02', 'lower.v.01', 'timbre.n.01', 'cocoa.n.01', 'malaysia.n.01', 'world.n.06', 'fourth.n.01', 'large.s.06', 'producer.n.02', 'cave.v.01', 'marketplace.n.02','cocoa.n.01', 'treaty.n.01', 'establish.v.08', 'precise.a.01', 'differential_gear.n.01', 'fender.n.02', 'store.n.02', 'coach.n.01', 'use.v.01', 'buy.v.01', 'vary.v.03', 'rate.v.01','newfangled.s.01', 'international.n.01', 'natural.s.04', 'rubber_eraser.n.01', 'agreement.n.06', 'assume.v.03', 'early.a.05', 'month.n.02', 'geneva.n.01','importing.n.01', 'exporting.n.01', 'state.n.04', 'agree.v.02', 'several.s.03', 'variety.n.06', 'take.v.27', 'reference_book.n.01', 'price.n.05', 'reactive.s.02', 'marketplace.n.02', 'vogue.n.01', 'rule_out.v.03', 'provision.n.04', 'fender.n.02', 'store.n.02', 'borrow.v.01', 'savings_bank.n.02', 'finance.v.02', 'operations.n.01','target.v.01', 'cash.v.01', 'contribution.n.05', 'penis.n.01', 'store.n.02', 'fender.n.02', 'store.n.02', 'purchase.n.03','savings_bank.n.02', 'financing.n.01', 'particular.s.01', 'have.v.02', 'fail.v.07', 'fender.n.02', 'store.n.02', 'suffer.v.11', 'loss.n.06', 'track.n.11', 'hundred.n.01', 'million.n.02', 'sterling.n.01','legal.s.05', 'wrangle.v.02', 'stay.v.04',,'consumer.n.01', 'small.r.01', 'group.v.02', 'producer.n.02', 'argue.v.03', 'objective.n.02', 'standard.n.01', 'use.v.01', 'define.v.02', 'export.v.02', 'quota.n.03', 'share.n.02', 'mean.v.07', 'reduction.n.03', 'share.n.02', 'brazil_nut.n.02', 'world.n.06', 'run.v.03', 'producer.n.02','brazil_nut.n.02', 'want.v.03', 'keep.v.01', 'previous.s.03', 'quota.n.03', 'share.n.02', 'percentage.n.01','talk.n.03', 'unwrap.v.02', 'executive.n.01', 'display_panel.n.01', 'meeting.n.03', 'startle.n.01', 'london.n.02', 'today.r.02', 'delegate.v.02', 'trade.v.03', 'source.n.07', 'visit.v.01', 'probability.n.01', 'dear.s.02', 'terminus.n.03', 'negotiation.n.01', 'export.v.02', 'quota.n.03', 'distribution.n.04', 'remote_control.n.01','international.n.01', 'agreement.n.06', 'exist.v.02', 'sugar.n.01', 'pale_yellow.n.01','economic.s.05', 'clause.n.01', 'provide.v.06', 'forum.n.02', 'discussion.n.02', 'potential.a.01', 'future.n.03', 'economic.s.05', 'agreement.n.06', 'collect.r.01', 'statistics.n.01', 'trace.v.02', 'marketplace.n.02', 'psychoanalysis.n.01','analyst.n.03', 'suppose.v.01', 'dispute.n.01', 'sugar.n.01', 'exporting.n.01', 'state.n.04', 'keep.v.01', 'progress.v.01', 'treaty.n.01', 'economic.s.05', 'tooth.n.05', 'sheer.r.01', 'contest.n.01', 'major.n.04', 'exporter.n.01', 'world.n.06', 'texture.n.05', 'gorge.v.01', 'militate.v.01', 'treaty.n.01', 'economic.s.05', 'provision.n.04', 'pale_yellow.n.01','option.n.02', 'focus.v.02', 'commodity.n.01', 'discussion.n.02', 'international.n.01', 'survey.n.01', 'group.v.02', 'take.v.27', 'government.n.03', 'advice.n.01', 'industry.n.01', 'star.n.04', 'zinc.n.01', 'rubber_eraser.n.01',,,'uranium.n.01', 'official.n.02', 'washington.n.05', 'suppose.v.01', 'uranium.n.01', 'doubt.v.02', 'store.n.02', 'able.s.04', 'meet.v.04', 'objective.n.02', 'quote.v.01', 'miss.v.06', 'far-flung.s.01', 'support.v.09',,,,,'presently.r.02', 'belong_to.v.01', 'two.n.01', 'international.n.01', 'commodity.n.01', 'agreement.n.06', 'economic.s.05', 'clause.n.01', 'international.n.01', 'coffee_bean.n.01', 'agreement.n.06', 'besides.r.02', 'penis.n.01', 'sugar.n.01', 'pale_yellow.n.01', 'treaty.n.01',,,,,,,'malaysia.n.01', 'penis.n.01', 'association.n.08', 'tin.v.03', 'produce.v.02', 'state.n.04', 'produce.v.02', 'percentage.n.01', 'world.n.06', 'tin.v.03','launch.v.03', 'plan.v.03', 'limit.v.02', 'penis.n.01', 'tin.v.03', 'export.v.02', 'metric_ton.n.01', 'year.n.03', 'master_of_architecture.n.01', 'switch_off.v.01', 'tin.v.03', 'excess.n.01','economist.n.01', 'west.n.08', 'german.n.01', 'ministry.n.04', 'agribusiness.n.01', 'delegate.v.02', 'cocoa.n.01', 'pale_yellow.n.01', 'sugar.n.01', 'agreement.n.06', 'peter.n.01', 'baron.n.03', 'tell.v.03', 'london.n.02', 'agreement.n.06', 'economic.s.05', 'clause.n.01', 'brace.v.02', 'price.n.05', 'serve.v.01', 'repair.v.01', 'price.n.05', 'stove.n.01', 'conclusion.n.08', 'marketplace.n.02', 'world.n.03', 'fully.r.01', 'engagement.n.07', 'producer.n.02', 'consumer.n.01', 'player.n.01', 'train.v.02', 'take.v.39', 'obligation.n.05', 'model.n.01', 'agreement.n.06', 'seriously.r.01','baron.n.03', 'lend.v.01', 'very.r.01', 'sanction.n.02', 'available.s.03', 'state.n.04', 'stick.v.12', 'obligation.n.05', 'german.n.01', 'overture.n.03', 'disbelieving.s.01','think.v.13', 'agreement.n.06', 'well.r.11', 'legal_document.n.01', 'help_oneself.v.01', 'grow.v.08', 'state.n.04',,'traditionally.r.01', 'united_kingdom.n.01', 'constantly.r.02', 'supportive.a.01', 'commodity.n.01', 'agreement.n.06', 'reflecting.s.01', 'potent.a.03', 'yoke.v.02', 'third_gear.n.01', 'world.n.06', 'produce.v.02', 'state.n.04','recently.r.01', 'need.n.01', 'rigorous.s.02', 'justifiable.s.01', 'treaty.n.01', 'stress.n.01', 'target.v.01', 'need.v.03', 'intellectual.n.01', 'honesty.n.02', 'objective.n.02', 'standard.n.01', 'turn.v.07','british.n.01', 'official.n.02', 'tension.n.01', 'need.v.03', 'commodity.n.01', 'treaty.n.01', 'two.n.01', 'way.r.01', 'partnership.n.03', 'trade.v.03', 'rather.r.01', 'disguise.v.01', 'aid.n.03',,,'foreign.a.02', 'ministry.n.04', 'official.s.05', 'tokyo.n.01', 'suppose.v.01', 'japan.v.01', 'urge.n.02', 'price.n.05', 'reality.n.02', 'commodity.n.01', 'treaty.n.01', 'lend.v.01', 'senior_high_school.n.01', 'price.n.05', 'inflate.v.04', 'supply.v.01','government.n.03', 'spokesman.n.01', 'paris.n.04', 'suppose.v.01', 'france.n.01', 'favorable.s.05', 'commodity.n.01', 'treaty.n.01','france.n.01', 'large.r.01', 'consumer.n.01', 'producer.n.02', 'sugar.n.01', 'privilege.v.01', 'sugar.n.01', 'treaty.n.01', 'long.r.01', 'reflect.v.06', 'very.r.01', 'marketplace.n.02', 'situation.n.03', 'particularly.r.01', 'see.v.05', 'store.n.02','indonesia.n.01', 'foreign.a.02', 'minister.v.02', 'tell.v.03', 'jakarta.n.01', 'agreement.n.06', 'workplace.n.01', 'long.r.01', 'trouble.n.01', 'cyclic.a.04', 'another.s.01', 'matter.n.04', 'structural.s.04', 'trouble.n.01', 'still.r.04', 'perpetrate.v.01', 'commodity.n.01', 'agreement.n.06', 'act.v.10', 'religion.n.02','nicaraguan.n.01', 'external.s.04', 'trade.v.03', 'minister.v.02', 'suppose.v.01', 'london.n.02', 'producer.n.02', 'yield.v.01', 'give.v.43', 'bet_on.v.01', 'commodity.n.01', 'agreement.n.06',,'read/write_head.n.01', 'economics.n.01', 'department.n.03', 'brazilian.n.01', 'foreign.a.02', 'ministry.n.04', 'tell.v.03', 'agreement.n.06', 'successful.a.01', 'retain.v.02', 'yoke.v.02', 'marketplace.n.02', 'world.n.03',,,,"
182,"'ivory.n.01', 'slide.n.05', 'boost.v.02', 'gamboge.n.02', 'output.v.01', 'ivory.n.01', 'slide.n.05', 'gamboge.n.02', 'output.v.01', 'rise.v.13', 'steadily.r.02', 'last.v.01', 'two.n.01', 'decade.n.01', 'state.n.04', 'target.v.01', 'produce.v.02', 'two.n.01', 'metric_ton.n.01', 'per_annum.r.01', 'quickly.r.01', 'official.s.05', 'daily.r.01', 'reported.a.01','suppose.v.01', 'state.n.04', 'reach.v.07', 'self.n.02', 'enough.n.01', 'gamboge.n.02', 'trey.n.02', 'year.n.03', 'ago.s.01', 'harvest.v.02', 'record.v.01', 'metric_ton.n.01', 'compare.v.04', 'metric_ton.n.01', 'year.n.03', 'early.a.05','daily.r.01', 'detail.v.02', 'output.v.01', 'suppose.v.01', 'production.n.06', 'increase.n.03', 'predict.v.01', 'year.n.03', 'ahead.s.01', 'part.n.11', 'policy.n.02', 'boost.v.02', 'domestic.s.05', 'output.v.01', 'switch_off.v.01', 'texture.n.05', 'significance.n.02',,"
183,"'uranium.n.01', 'stage_set.n.01', 'corn_whiskey.n.01', 'lack.n.01', 'payment.n.01', 'one-half.n.01', 'cert.n.01', 'approaching.s.01', 'five-spot.n.03', 'month.n.02', 'lack.n.01', 'payment.n.01', 'corn_whiskey.n.01', 'sorghum.n.03', 'farmer.n.01', 'take.v.27', 'one-half.n.01', 'cash.v.01', 'one-half.n.01', 'generic.n.02', 'commodity.n.01', 'security.n.04', 'elder.n.01', 'agribusiness.n.01', 'department.n.03', 'official.s.05', 'tell.v.03',,,'receive.v.02', 'connecticut.n.01', 'repair.v.01', 'next.r.01', 'payment.n.01', 'connecticut.n.01', 'cert.n.01', 'around.r.07', 'connecticut.n.01', 'cash.v.01', 'connecticut.n.01', 'minus.a.01','farmer.n.01', 'receive.v.10', 'promote.v.02', 'lack.n.01', 'payment.n.01', 'receive.v.10', 'connecticut.n.01', 'repair.v.01','slightly.r.01', 'one-half.n.01', 'payment.n.01', 'cash.v.01', 'suppose.v.01', 'suppose.v.01', 'markedly.r.01', 'upset.s.03', 'ratio.n.01', 'farmer.n.01', 'receive.v.02', 'promote.v.02', 'payment.n.01',,,,"
184,",,'texture.n.05', 'export.v.02', 'outside.r.01', 'european_union.n.01', 'period.n.07', 'july.n.01', 'master_of_architecture.n.01', 'take.v.39', 'compound.v.05', 'sum.n.02', 'metric_ton.n.01', 'pale_yellow.n.01', 'barley.n.01', 'finish.n.04', 'uranium.n.01', 'thousand.s.01', 'export.v.02', 'metric_ton.n.01', 'home_plate.n.01', 'turn.v.07', 'cereal.n.03', 'authority.n.07', 'suppose.v.01', 'quote.v.01', 'probationary.s.01', 'customs.n.01', 'strike.v.14', 'trope.n.01','soviet.n.01', 'sum.n.02', 'incorporate.v.02', 'metric_ton.n.01', 'pale_yellow.n.01', 'metric_ton.n.01', 'barley.n.01',,'texture.n.05', 'export.v.02', 'soviet_union.n.01', 'season.n.03', 'scope.n.01', 'metric_ton.n.01', 'incorporate.v.02', 'pale_yellow.n.01', 'barley.n.01',,"
185,"'kansas.n.03', 'switch_over.v.01', 'strike.v.04', 'status.n.01', 'limit.v.02', 'plan.v.03', 'kansas.n.03', 'city.n.03', 'display_panel.n.01', 'trade.v.03', 'ask.v.07', 'federal.n.01', 'future.n.03', 'regulator.n.02', 'modify.v.02', 'proposal.n.03', 'raise.v.24', 'michigan.n.03', 'display_panel.n.01', 'trade.v.03', 'notional.s.02', 'status.n.01', 'limit.v.02', 'pale_yellow.n.01', 'future.n.03', 'contract.v.01', 'suppose.v.01', 'plan.v.03', 'put_option.n.02', 'kansas.n.03', 'switch_over.v.01', 'unplayful.a.01', 'competitive.s.03', 'disadvantage.v.01','commodity.n.01', 'future.n.03', 'trade.v.03', 'perpetration.n.01', 'last.v.01', 'month.n.02', 'propose.v.01', 'raise.v.23', 'pale_yellow.n.01', 'notional.s.02', 'limit.v.02', 'contract.v.01', 'month.n.02', 'web.v.01', 'contract.v.01', 'contract.v.01', 'single.v.01', 'month.n.02', 'contract.v.01','time.v.05', 'propose.v.01', 'leave.v.11', 'pale_yellow.n.01', 'notional.s.02', 'status.n.01', 'limit.v.02', 'unchanged.a.01','high.s.07', 'limit.v.02', 'pale_yellow.n.01', 'pale_yellow.n.01', 'significantly.r.02', 'mar.v.01', 'ability.n.01', 'compete.v.01', 'notional.s.02', 'sake.n.01', 'michael.n.01', 'president.n.05', 'kansas.n.03', 'switch_over.v.01', 'suppose.v.01', 'letter.n.05','spokesman.n.01', 'suppose.v.01', 'perpetration.n.01', 'take.v.39', 'report.n.03', 'unfold.v.04', 'sake.n.01', 'moved.a.01', 'existing.s.03', 'notional.s.02', 'limit.v.02', 'propose.v.01', 'raise.v.24', 'limit.v.02','suppose.v.01', 'proposal.n.03', 'reduce.v.15', 'hedge.v.03', 'efficiency.n.02', 'stiffen.v.03', 'increase.n.03', 'unfold.v.04', 'switch_over.v.01', 'pale_yellow.n.01', 'option.n.02', 'contract.v.01', 'mar.v.01', 'ability.n.01', 'attract.v.03', 'large.r.01', 'speculator.n.02','kansas.n.03', 'city.n.03', 'switch_over.v.01', 'ask.v.07', 'perpetration.n.01', 'rectify.v.04', 'proposal.n.03', 'variety.n.06', 'limit.v.02', 'pale_yellow.n.01', 'exact.a.01', 'repair.v.01', 'sum.n.02', 'stipulate.v.01', 'pale_yellow.n.01','view.v.02', 'public.s.02', 'remark.n.01', 'proposal.n.03', 'june.n.01',,"
186,"'kansas.n.03', 'legislator.n.01', 'predict.v.01', 'pale_yellow.n.01', 'soviet.n.01', 'rep.n.02', 'tap.n.08', 'roberts.n.04', 'roentgen.n.01', 'predict.v.01', 'reagan.n.01', 'presidency.n.01', 'inside.r.02', 'next.r.01', 'ten-spot.n.01', 'sidereal_day.n.01', 'two.n.01', 'workweek.n.01', 'offer.v.07', 'subsidize.v.02', 'pale_yellow.n.01', 'soviet.n.01', 'union.n.11', 'export.v.02', 'enhancement.n.01', 'program.v.02','roberts.n.04', 'take.v.27', 'remark.n.01', 'wardrobe.n.01', 'conference.n.03', 'keep.v.01', 'republican.n.03', 'penis.n.01', 'theater.n.01', 'agribusiness.n.01', 'committee.n.02','suppose.v.01', 'establish.v.08', 'remark.n.01', 'adjutant.n.01', 'suppose.v.01', 'roberts.n.04', 'touch.v.07', 'top.v.07', 'republican.n.03', 'official.n.02', 'recently.r.01','possibility.n.04', 'expansion.n.03', 'include.v.03', 'pale_yellow.n.01', 'moscow.n.01', 'rumor.v.01', 'time.v.05', 'industry.n.01', 'source.n.07', 'believe.v.04', 'decision.n.04', 'offspring.n.01', 'take.v.27', 'reagan.n.01', 'presidency.n.01', 'secretary.n.04', 'state.n.06', 'george.n.01', 'sound.v.02', 'moscow.n.01', 'april.n.01',,"
187,",'policeman.n.01', 'travel.v.06', 'sphere.n.01', 'belgrade.n.01', 'suppose.v.01', 'sphere.n.01', 'reputation.n.03', 'go_steady.v.01', 'master_of_architecture.n.01', 'pale_yellow.n.01', 'crop.v.05', 'stage_set.n.01', 'binding.n.05', 'least.a.01', 'trey.n.02', 'workweek.n.01', 'cold.s.12', 'while.n.01', 'take_after.v.02', 'period.n.07', 'warmly.r.02', 'weather.v.04','suppose.v.01', 'unseasonably.r.01', 'warmly.r.02', 'weather.v.04', 'late.a.05', 'february.n.01', 'lend.v.01', 'pale_yellow.n.01', 'crop.v.05', 'winter.v.01', 'dormancy.n.01', 'early.a.05', 'take_after.v.02', 'trey.n.02', 'workweek.n.01', 'unusually.r.01', 'cold.s.12', 'weather.v.04',,,'seriously.r.01', 'moved.a.01', 'sphere.n.01', 'late.a.05', 'seeded.a.01', 'sphere.n.01', 'normal.s.04', 'gamboge.n.02', 'territory.n.03',,'however.r.01', 'suppose.v.01', 'territory.n.03', 'moisture.n.01', 'stipulate.v.01', 'favorable.s.05', 'many.a.01', 'sphere.n.01', 'already.r.01', 'top.v.07', 'dress.v.15', 'aid.n.03', 'recovery.n.03',,"
188,"'remark.n.01', 'pale_yellow.n.01', 'subsidy.n.01', 'soviet.n.01', 'uranium.n.01', 'agribusiness.n.01', 'secretary.n.04', 'worsen.v.01', 'confirm.v.04', 'statement.n.07', 'take.v.27', 'today.r.02', 'farm.v.01', 'state.n.06', 'congressman.n.01', 'united.a.01', 'state.n.06', 'offer.v.07', 'subsidize.v.02', 'pale_yellow.n.01', 'soviet.n.01', 'union.n.11', 'inside.r.02', 'next.r.01', 'sidereal_day.n.01', 'two.n.01', 'workweek.n.01',,'remark.n.01', 'pale_yellow.n.01', 'subsidy.n.01', 'offer.v.07', 'soviet_union.n.01', 'active.n.03', 'retainer.n.01', 'department_of_agriculture.n.01', 'suppose.v.01', 'remark.n.01', 'equivalent.s.01', 'official.s.05', 'announcement.n.02', 'interpret.v.01', 'inappropriately.r.01',,"
190,",,'suppose.v.01', 'wrong.n.02', 'probably.r.01', 'limited.s.06', 'southern.a.01', 'central.n.01', 'region.n.05', 'far-flung.s.01', 'north.r.01','wrong.n.02', 'severe.s.06', 'plant.v.05', 'reason.n.01', 'little.s.08', 'snow.n.02', 'top.n.09', 'stage.v.01', 'lend.v.01','policeman.n.01', 'suppose.v.01', 'heavy.n.02', 'frost.v.02', 'night.n.06', 'take_after.v.02', 'sunlight.n.01', 'sidereal_day.n.01', 'run.v.03', 'heave.v.05', 'particularly.r.01', 'well.v.01', 'grow.v.08', 'plant.v.05', 'winter.v.01', 'barley.n.01','furthermore.r.01', 'reason.n.01', 'surface.n.04', 'thawed.s.02', 'standing.s.02', 'water_system.n.02', 'occur.v.03', 'sphere.n.01','policeman.n.01', 'suppose.v.01', 'repair.v.01', 'wrong.n.02', 'probably.r.01', 'visit.v.03', 'special.s.04', 'standard.n.01', 'spring.n.04', 'sphere.n.01', 'discredited.s.01', 'plant.v.05', 'stand.v.09', 'flimsy.s.03','harrow.v.01', 'well.v.01', 'well.v.01', 'time.v.05', 'lotion.n.02', 'nitrogen.n.01', 'necessity.n.02', 'lend.v.01',,"
191,"'trader.n.01', 'expect.v.05', 'shrill.s.01', 'sink.v.01', 'uranium.n.01', 'corn_whiskey.n.01', 'acreage.n.01', 'texture.n.05', 'trade.v.03', 'analyst.n.03', 'expect.v.05', 'shrill.s.01', 'sink.v.01', 'corn_whiskey.n.01', 'acreage.n.01', 'expect.v.05', 'modest.a.01', 'descent.n.05', 'soy.n.04', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'department_of_agriculture.n.01', 'planting.n.02', 'intention.n.03', 'reputation.n.03', 'due.n.02', 'eastern_time.n.01', 'greenwich_mean_time.n.01','modal.s.01', 'trade.v.03', 'guess.v.02', 'plant.v.05', 'corn_whiskey.n.01', 'acreage.n.01', 'acre.n.03', 'rate.v.01', 'well.v.01', 'plant.v.05', 'last.v.01', 'year.n.03', 'due.n.02', 'improved.s.03', 'incentive.n.01', 'department_of_agriculture.n.01', 'farmer.n.01', 'put_out.v.07', 'acre.n.03','corn_whiskey.n.01', 'acre.n.03', 'total.v.03', 'program.v.02', 'precede.v.05',,,"
192,",'suppose.v.01', 'whitethorn.n.01', 'rather.r.01', 'given.s.01', 'payment.n.01', 'guarantee.n.03', 'let.v.01', 'ship.v.05', 'old.s.07', 'contract.v.01', 'sound.v.02', 'ahead.s.01','syria.n.01', 'buy.v.01', 'around.r.07', 'metric_ton.n.01', 'soft.s.10', 'french.v.01', 'pale_yellow.n.01', 'begin.v.10', 'political_campaign.n.01', 'metric_ton.n.01', 'export.v.02', 'goal.n.01', 'last.v.01', 'month.n.02',,,"
193,",'international.n.01', 'weather.v.04', 'crop.v.05', 'summary.n.01', 'means.n.01', 'suppose.v.01', 'moisture.n.01', 'subside.v.01', 'need.v.03', 'irrigation.n.02','moisture.n.01', 'early.a.05', 'rice.v.01', 'planting.n.02', 'adequate.a.01', 'abundant.a.01', 'sphere.n.01', 'rain.v.01', 'guangdong.n.01', 'southern.a.01', 'whitethorn.n.01', 'wash.v.08', 'rice.v.01', 'sphere.n.01', 'want.v.02', 'replant.v.01',,,'weekly.n.01', 'temperature.n.01', 'north.r.01', 'taiwan.n.01', 'knit.n.02', 'dear.s.02', 'normal.s.04', 'means.n.01', 'note.v.04',,"
194,"'uranium.n.01', 'corn_whiskey.n.01', 'soy.n.04', 'acreage.n.01', 'estimate.v.01', 'corn_whiskey.n.01', 'estate.n.02', 'bean.v.01', 'department_of_agriculture.n.01', 'uranium.n.01', 'corn_whiskey.n.01', 'soy.n.04', 'acreage.n.01', 'estimate.v.01', 'corn_whiskey.n.01', 'estate.n.02', 'bean.v.01', 'department_of_agriculture.n.01',"
195,"'uranium.n.01', 'winter.v.01', 'wheat.n.02', 'planting.n.03', 'estate.n.02', 'durum.n.01', 'spring.v.05', 'uranium.n.01', 'winter.v.01', 'wheat.n.02', 'planting.n.03', 'estate.n.02', 'durum.n.01', 'spring.v.05',"
196,",,'wheat.n.02', 'store.n.02',"
197,"'department_of_agriculture.n.01', 'put_option.n.02', 'parade.v.01', 'uranium.n.01', 'corn_whiskey.n.01', 'store.n.02', 'soy.n.04', 'department_of_agriculture.n.01', 'put_option.n.02', 'parade.v.01', 'uranium.n.01', 'corn_whiskey.n.01', 'store.n.02', 'soy.n.04',"
198,"'department_of_agriculture.n.01', 'unfold.v.03', 'farm.v.01', 'operating.a.01', 'plan.v.03', 'deadline.n.01', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'suppose.v.01', 'unfold.v.03', 'april.n.01', 'go_steady.v.01', 'agricultural.a.01', 'stabilization.n.02', 'conservation.n.03', 'county.n.02', 'position.n.06', 'determine.v.01', 'eligibility.n.01', 'person.n.01', 'entity.n.01', 'payment.n.01', 'farm.v.01', 'program.v.02','jerome.n.01', 'brood_hen.n.01', 'film_director.n.01', 'cotton.v.01', 'texture.n.05', 'rice.v.01', 'price.n.05', 'support.v.09', 'part.n.09', 'suppose.v.01', 'decision.n.04', 'mean.v.07', 'farmer.n.01', 'april.n.01', 'file.v.05', 'farm.v.01', 'operating.a.01', 'plan.v.03', 'indicate.v.02', 'many.a.01', 'person.n.03', 'involve.v.05', 'farm.v.01', 'operations.n.01',,'administrator.n.03', 'milton.n.01', 'hertz.n.01', 'suppose.v.01', 'statement.n.07', 'reference.n.06', 'necessity.n.02', 'heavy.n.02', 'workload.n.01', 'county.n.02', 'position.n.06','hertz.n.01', 'suppose.v.01', 'county.n.02', 'official.n.02', 'take.v.27', 'large.r.01', 'phone_number.n.01', 'eligibility.n.01', 'decision.n.02', 'person.n.01', 'entity.n.01', 'pot.n.07', 'partnership.n.03', 'preparation.n.05', 'enforce.v.02', 'entity.n.01', 'hood.n.02',,,"
199,"'department_of_agriculture.n.01', 'accept.v.11', 'offer.v.07', 'bonus.n.02', 'pale_yellow.n.01', 'algeria.n.01', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'suppose.v.01', 'accept.v.11', 'offer.v.07', 'export.v.02', 'bonus.n.02', 'top.n.09', 'sale.n.05', 'durum.n.01', 'pale_yellow.n.01', 'algeria.n.01','department_of_agriculture.n.01', 'general.v.01', 'sale.n.05', 'coach.n.01', 'suppose.v.01', 'commodity.n.01', 'credit_rating.n.01', 'corporation.n.01', 'accept.v.11', 'one.s.06', 'offer.v.07', 'cam.n.02', 'united_states_army.n.01', 'iraqi_national_congress.n.01', 'sale.n.05', 'metric_ton.n.01', 'durum.n.01', 'pale_yellow.n.01','suppose.v.01', 'bonus.n.02', 'metric_ton.n.01', 'cargo.n.01', 'schedule.v.02', 'june.n.01', 'extra.s.03', 'metric_ton.n.01', 'durum.n.01', 'pale_yellow.n.01', 'still.r.04', 'available.s.03', 'algeria.n.01', 'export.v.02', 'enhancement.n.01', 'program.v.02',,"
200,",,'natural_process.n.01', 'reduce.v.15', 'guarantee.n.03', 'wrinkle.n.01', 'previously.r.01', 'empower.v.01', 'dry.s.14', 'edible.a.01', 'bean.v.01', 'five-spot.n.03', 'rice.v.01', 'five-spot.n.03', 'zero.n.04', 'increase.n.03', 'coverage.n.03', 'pale_yellow.n.01', 'sale.n.05', 'five-spot.n.03',,"
201,",,'credit_rating.n.01', 'guarantee.n.03', 'previously.r.01', 'allow.v.04', 'sale.n.05', 'uranium.n.01', 'cotton.v.01', 'pale_yellow.n.01',,,"
202,",'agent.n.05', 'suppose.v.01', 'honduras.n.01', 'try.v.01', 'vessel.n.03', 'deliver.v.02', 'metric_ton.n.01', 'period.n.07', 'include.v.03', 'april.n.01', 'metric_ton.n.01', 'whitethorn.n.01',,,"
